StudentNumber,Gender,GradeLevel,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,RiskRating
4288,Female,10,6,3,6,4,5,6,3,4,4,5,6,4,4,6,5,3,5,5,4,3,4,3,2,4,5,3,4,5,Low
4289,Male,10,5,5,4,4,4,3,2,5,5,4,6,4,1,6,4,4,5,3,6,6,3,5,4,5,5,3,4,5,Medium
4290,Male,10,6,4,6,4,2,4,5,5,7,2,5,3,6,3,6,5,6,3,3,6,4,7,3,5,5,4,4,3,Low
4291,Female,10,7,5,4,5,2,7,4,7,7,5,5,6,5,7,6,7,7,6,5,7,6,7,7,6,5,5,5,6,Low
4292,Female,10,6,5,4,5,5,5,5,7,4,4,7,7,5,5,6,5,5,3,4,4,4,7,4,4,5,5,4,1,High
4293,Female,10,5,5,4,3,4,6,3,7,5,6,7,3,6,5,5,4,6,4,5,5,6,5,5,6,7,4,7,3,Low
4294,Male,10,6,7,6,3,4,6,5,6,7,6,5,4,7,6,5,4,4,4,4,6,6,5,5,6,3,6,6,5,Low
4295,Female,10,7,4,7,4,2,5,2,7,5,4,2,2,4,3,6,5,4,5,7,5,3,7,5,7,5,3,6,4,Low
4296,Female,10,5,6,6,5,7,6,5,4,3,6,5,4,4,2,6,4,4,3,3,3,5,4,6,7,3,6,4,4,High
4297,Male,10,6,5,5,5,7,5,6,7,7,7,4,4,3,4,7,7,4,4,6,6,6,3,6,6,4,5,4,2,Medium
4298,Male,10,7,5,7,3,7,7,4,5,6,4,7,3,6,5,4,4,5,3,5,6,4,5,5,6,4,2,6,6,Low
4299,Female,10,6,3,6,5,4,3,4,3,4,6,3,4,4,2,4,6,4,5,3,7,4,6,6,6,5,3,2,5,Low
4300,Male,10,6,4,4,4,4,4,4,7,4,6,4,4,4,5,5,7,4,6,1,4,3,6,4,4,4,4,6,4,Low
4301,Female,10,6,5,5,5,4,6,1,3,5,7,3,3,4,3,5,4,4,7,7,4,5,4,4,4,6,4,3,5,Medium
4302,Male,10,7,7,6,5,4,7,2,6,6,4,5,4,4,4,5,4,7,5,4,4,5,5,5,5,6,2,4,5,Low
4303,Female,10,6,6,6,5,3,7,4,4,5,6,7,4,7,5,7,6,5,4,3,7,4,7,4,6,4,4,5,3,Low
4304,Female,10,5,5,5,4,5,6,2,7,7,6,6,3,7,6,6,6,6,6,4,5,4,7,4,3,5,5,5,4,Low
4305,Female,10,4,3,3,5,7,4,4,5,4,5,5,6,6,6,5,2,5,4,4,3,5,4,5,5,3,4,4,7,Medium
4306,Male,10,5,7,4,6,4,4,6,7,5,5,7,4,3,5,6,5,4,4,4,3,5,7,3,7,5,4,5,6,Low
4307,Male,10,4,6,7,6,2,5,4,4,7,4,4,4,7,6,4,4,7,5,5,7,2,7,4,6,6,4,6,4,Low
4308,Male,10,5,4,5,7,4,5,2,4,7,6,4,3,5,5,4,4,5,3,4,3,5,6,6,4,7,3,4,5,Low
4309,Female,10,3,3,5,2,7,5,4,6,4,5,4,2,4,4,4,4,6,3,4,5,5,6,5,3,3,1,5,4,Low
4310,Female,10,6,6,6,3,5,7,6,4,6,5,3,5,6,7,6,5,7,5,4,3,7,5,5,7,4,4,6,4,Low
4311,Male,10,5,6,5,1,4,7,5,5,6,5,4,6,7,6,4,2,7,3,3,5,6,5,5,3,4,4,4,2,Low
4312,Female,10,4,3,6,3,4,6,3,3,4,6,4,4,5,2,5,6,6,7,5,5,4,6,5,6,4,2,5,7,Low
4313,Male,10,7,4,6,5,3,5,6,6,5,4,5,6,5,7,3,6,5,4,7,4,3,6,5,6,7,3,6,5,Medium
4314,Female,10,2,2,4,6,2,6,2,6,4,6,4,4,4,2,2,4,2,4,2,2,2,2,2,4,6,2,6,6,Low
4315,Female,10,5,7,7,6,5,6,5,5,5,7,7,3,5,6,7,4,6,6,2,6,5,6,7,7,4,2,4,5,Low
4316,Female,10,4,5,3,5,4,5,3,4,5,2,5,7,4,5,6,6,5,5,5,6,5,5,4,5,7,5,4,6,Low
4317,Female,10,5,6,7,4,2,6,3,6,7,5,5,4,6,4,5,7,5,3,3,2,4,3,3,4,3,3,5,6,Low
4318,Female,10,6,3,6,6,7,6,5,6,5,6,3,4,5,3,6,7,5,5,3,6,6,3,3,6,4,5,4,4,Medium
4319,Male,10,6,7,6,7,2,7,5,6,4,5,5,6,6,6,6,2,7,5,4,4,5,4,7,6,6,3,4,4,Low
4320,Female,10,2,6,2,2,4,3,4,6,3,2,2,4,2,4,6,4,4,2,4,4,2,2,6,4,2,6,4,2,High
4321,Female,10,5,6,6,6,5,6,3,7,7,5,7,6,6,6,5,4,6,6,4,3,7,7,4,4,5,6,6,5,Medium
4322,Female,10,7,7,7,6,2,7,3,5,7,4,5,4,4,5,7,3,7,5,6,6,5,7,6,5,5,7,7,5,Low
4323,Male,10,7,3,6,4,3,7,6,7,5,4,6,3,6,2,7,7,5,5,5,3,5,5,5,5,4,2,5,4,Low
4324,Male,10,6,6,6,7,3,7,1,5,7,5,3,6,4,3,7,6,4,3,4,3,6,4,5,4,6,3,7,5,Low
4325,Female,10,5,3,5,6,5,5,2,4,5,4,4,4,4,6,3,3,5,3,5,5,6,4,6,6,4,5,6,4,Medium
4326,Female,10,2,4,7,4,5,4,3,3,5,7,4,3,7,4,5,6,4,4,6,6,4,7,5,5,6,6,4,4,Medium
4327,Male,10,5,7,4,5,5,4,5,5,7,6,3,4,7,7,6,5,4,5,7,5,5,6,7,7,4,6,6,5,Medium
4328,Male,10,6,5,7,5,2,4,5,6,5,7,4,6,4,7,4,6,3,6,3,7,6,7,5,7,5,4,6,5,Low
4329,Male,10,5,3,5,4,3,4,2,6,4,6,4,3,2,5,3,1,3,4,3,2,2,5,4,3,6,4,3,5,Low
4330,Female,10,6,4,6,4,4,4,3,4,4,4,4,4,4,4,6,4,4,4,6,4,4,4,4,4,4,4,4,5,High
4331,Male,10,4,5,5,3,5,5,3,5,5,7,6,7,6,4,5,5,6,4,6,6,3,3,4,7,6,3,5,5,High
4332,Female,10,4,6,4,3,4,4,3,3,6,5,4,2,3,4,5,5,6,4,2,4,6,4,4,4,4,5,4,6,Low
4333,Male,10,4,5,4,4,4,1,4,4,4,4,6,4,4,4,4,4,5,6,4,3,4,4,4,4,5,4,5,4,Low
4334,Male,10,5,6,5,6,5,6,4,6,7,7,4,6,5,7,7,3,4,6,4,6,6,6,6,4,5,6,7,2,Medium
4335,Male,10,5,4,5,5,4,3,4,5,4,7,4,6,5,6,6,3,3,7,3,4,7,5,4,6,4,5,4,6,Low
4336,Male,10,6,2,5,5,2,3,5,5,7,7,5,3,3,5,6,5,6,6,6,4,5,6,4,3,6,3,7,4,Low
4337,Female,10,2,4,7,2,3,4,5,7,4,5,6,4,4,5,6,4,6,6,6,7,5,5,6,4,5,7,4,7,Low
4338,Female,10,6,6,7,7,4,6,2,4,4,3,4,4,6,5,4,5,5,5,4,5,6,4,5,4,5,4,7,4,Low
4339,Male,10,3,4,7,7,4,6,5,5,5,6,4,3,4,6,7,5,5,4,3,7,5,6,7,4,3,4,6,6,Low
4340,Male,10,6,6,6,4,3,7,3,4,7,5,3,3,5,3,5,5,5,5,3,5,5,6,4,4,5,5,4,2,Low
4341,Male,10,7,7,6,5,7,6,4,6,6,7,5,3,5,4,6,6,5,5,5,6,6,6,5,4,5,4,5,4,Low
4342,Male,10,6,6,5,5,5,6,2,4,7,4,5,6,5,5,5,5,7,6,3,4,4,5,6,5,6,7,6,4,Medium
4343,Male,10,7,7,7,5,3,4,3,7,6,6,3,3,2,6,7,5,5,7,6,3,6,4,5,5,5,2,4,3,Low
4344,Male,10,7,3,4,7,4,4,3,6,4,5,4,6,5,5,5,4,4,6,5,6,4,6,4,5,7,3,7,5,Medium
4345,Male,10,5,1,4,6,3,5,4,7,5,5,5,6,6,7,6,4,6,1,3,4,4,5,4,5,5,4,6,6,Low
4346,Male,10,5,4,5,7,5,6,5,4,5,5,3,7,5,4,5,6,7,4,4,4,5,6,4,7,5,3,3,3,Medium
4347,Male,10,5,6,5,5,4,6,4,5,6,6,3,5,7,6,6,3,5,6,3,5,5,5,5,7,7,5,4,4,Low
4348,Male,10,5,5,2,4,5,1,5,4,7,5,6,4,7,4,5,5,7,4,2,5,6,6,6,5,7,4,6,5,Low
4349,Male,10,7,4,4,6,6,5,4,6,5,4,6,3,4,6,5,4,6,3,6,6,5,5,6,7,6,3,4,6,Medium
4350,Female,10,6,4,2,6,2,4,2,6,4,4,6,4,4,4,2,2,6,6,2,2,6,2,2,4,2,4,4,4,Low
4351,Female,10,6,4,7,6,4,7,7,7,7,7,6,6,6,5,7,7,6,2,3,6,6,7,5,7,5,5,6,4,Low
4352,Male,10,6,7,5,5,5,7,3,3,4,4,7,6,2,6,4,5,4,5,4,6,6,5,4,5,3,3,4,3,Low
4353,Male,10,6,4,7,4,4,5,7,6,6,6,5,3,4,5,4,5,7,5,2,4,7,5,6,5,6,4,4,5,Low
4354,Male,10,4,7,4,4,6,6,4,7,6,5,5,3,4,6,1,5,5,3,4,4,7,7,3,5,4,1,5,5,Low
4355,Female,10,5,5,6,6,5,5,4,5,6,6,5,4,6,5,7,4,7,7,7,7,7,5,7,5,6,3,6,5,Low
4356,Female,10,7,6,7,7,4,5,3,4,7,4,4,3,6,5,6,5,4,5,6,7,6,7,4,5,5,4,5,6,Low
4357,Male,10,5,4,7,5,6,3,3,7,6,6,4,4,7,7,5,5,7,4,5,5,5,3,6,5,4,6,3,5,Low
4358,Male,10,5,5,6,6,5,4,2,7,2,5,4,6,5,5,6,6,6,3,6,4,6,6,7,6,4,3,5,5,Medium
4359,Female,10,4,4,5,5,4,5,5,5,3,4,6,4,5,5,5,6,4,4,6,4,6,7,3,7,4,3,5,2,Medium
4360,Male,10,5,4,6,2,5,6,4,4,5,5,4,4,4,4,5,4,6,4,5,6,5,3,2,6,5,7,2,4,Medium
4361,Female,10,3,2,3,3,1,2,4,4,4,5,2,4,5,4,5,3,5,2,3,4,5,3,3,1,3,4,6,1,Low
4362,Male,10,6,5,6,5,5,3,4,7,4,7,7,4,5,6,4,6,7,4,3,3,5,6,4,7,7,1,3,7,Low
4363,Male,10,4,7,7,3,4,6,2,5,6,5,4,5,5,5,7,5,5,6,5,6,6,5,7,5,5,4,3,7,Low
4364,Male,10,5,3,6,5,3,3,3,4,4,5,4,2,5,6,4,3,5,4,7,6,5,7,5,6,4,5,3,5,Low
4365,Female,10,6,2,4,1,4,2,6,6,4,4,4,7,4,6,2,6,4,2,5,4,2,6,4,4,2,4,4,6,High
4366,Male,10,7,7,4,5,3,6,4,5,7,6,6,4,7,5,7,4,4,5,5,5,4,7,6,6,4,3,5,4,Low
4367,Male,10,5,6,6,3,6,7,6,6,5,4,4,4,4,4,5,3,7,5,3,4,6,6,4,2,7,3,6,5,Low
4368,Male,10,7,4,5,6,5,6,6,7,7,6,4,6,5,6,3,5,5,5,5,5,5,7,6,6,5,5,6,5,Medium
4369,Male,10,7,7,7,5,6,7,5,7,7,6,5,4,6,6,7,3,7,5,2,5,6,4,6,7,6,5,4,5,Low
4370,Male,10,5,2,2,4,3,4,4,4,4,5,4,6,5,1,4,3,4,6,4,1,5,5,6,5,6,5,6,4,Medium
4371,Male,10,5,4,5,3,2,4,5,6,5,3,6,3,5,5,5,6,6,6,5,5,4,6,3,4,4,4,5,6,Low
4372,Female,10,4,4,4,6,4,4,3,4,3,5,2,4,5,6,6,6,6,5,4,5,4,7,5,4,4,3,7,4,Low
4373,Male,10,6,5,5,4,2,3,3,7,5,4,7,4,6,6,6,7,7,4,5,4,5,5,6,7,4,3,7,4,Low
4374,Female,10,6,5,7,3,5,6,4,6,6,7,6,3,5,5,6,3,5,4,5,5,4,4,4,6,5,5,5,6,Low
4375,Female,10,4,5,4,4,3,6,4,7,4,7,7,2,4,4,4,6,5,6,2,4,5,4,3,4,4,6,7,4,Low
4376,Male,10,7,6,5,5,5,6,5,5,6,5,3,4,3,5,3,5,5,5,5,4,5,5,3,7,5,3,7,5,Low
4377,Female,10,7,5,6,2,4,4,6,7,5,5,4,6,7,5,4,5,4,4,6,7,4,4,5,7,4,7,6,7,Medium
4378,Male,10,7,6,5,6,5,6,3,6,5,7,7,3,6,5,4,6,3,4,6,6,5,7,6,5,4,5,5,7,Low
4379,Female,10,5,4,5,7,4,4,5,2,5,7,6,4,5,5,5,6,7,7,3,5,6,7,4,4,6,6,4,4,Low
4380,Female,10,5,5,6,6,6,7,4,1,4,6,5,4,4,5,5,6,5,4,5,5,5,4,6,6,4,3,7,6,Low
4381,Female,10,3,3,7,4,6,4,5,5,4,4,4,6,4,4,6,7,6,5,4,6,5,5,4,4,6,6,7,6,Medium
4382,Female,10,5,3,6,3,5,6,2,6,5,5,5,7,5,6,6,7,7,4,7,4,7,6,6,4,4,6,6,4,High
4383,Male,10,4,4,5,4,6,5,5,4,7,6,5,4,4,4,4,4,3,4,4,4,4,4,5,7,4,4,5,4,High
4384,Female,10,6,7,7,4,4,7,4,5,7,6,6,4,6,4,5,5,7,5,4,3,6,6,6,5,4,5,6,6,Low
4385,Male,10,5,4,5,5,5,6,3,4,6,7,6,3,5,6,7,5,5,5,5,5,7,3,7,6,6,6,7,4,Low
4386,Female,10,6,7,5,5,3,7,5,4,5,7,6,3,6,5,5,4,4,5,4,5,3,6,5,6,5,7,4,6,Low
4387,Male,10,4,5,7,3,3,5,1,5,3,7,4,5,2,4,5,4,5,5,3,6,4,7,4,6,5,3,4,3,Low
4388,Male,10,6,6,6,5,5,7,4,5,7,4,3,4,4,5,7,4,4,4,4,5,5,6,6,5,5,6,3,6,Medium
4389,Male,10,5,5,4,6,5,4,4,5,5,4,7,4,7,5,6,4,6,3,3,7,7,4,5,2,6,4,5,6,Low
4390,Male,10,5,7,7,3,3,7,4,6,5,5,5,4,5,6,6,4,7,5,4,3,7,3,5,5,5,3,7,7,Low
4391,Female,10,7,4,4,6,3,6,5,5,6,3,6,4,5,4,7,4,7,7,3,6,5,6,3,4,5,5,5,5,Low
4392,Female,10,6,5,6,4,1,3,4,6,6,5,4,3,5,5,5,3,6,7,4,7,5,6,4,5,6,6,7,3,Low
4393,Female,10,6,4,6,5,4,7,4,6,1,7,7,3,2,6,5,5,4,6,5,3,5,6,5,7,5,2,4,5,Low
4394,Male,10,5,4,4,4,5,5,5,6,5,6,3,5,4,4,3,3,5,6,4,4,5,5,6,7,3,5,6,4,Medium
4395,Male,10,4,4,4,7,4,3,3,7,5,5,5,4,5,6,7,5,6,5,5,4,4,5,7,4,2,2,4,4,Low
4396,Female,10,6,5,4,4,4,4,3,7,6,6,3,3,5,3,3,4,7,3,4,2,5,6,6,5,3,3,4,4,Low
4397,Male,10,7,6,7,7,7,7,5,6,7,6,6,5,7,7,6,6,7,7,7,5,4,7,6,4,5,4,3,7,Low
4398,Female,10,6,5,5,4,3,4,5,6,4,6,7,2,3,5,7,3,7,4,1,4,4,6,4,7,5,6,7,5,Low
4399,Male,10,7,7,6,5,4,7,3,7,6,7,4,5,6,5,7,6,7,5,5,7,7,6,7,7,7,5,6,5,Low
4400,Male,10,6,4,6,6,5,4,3,2,6,5,6,4,5,5,5,6,6,4,7,6,4,3,5,5,5,4,5,5,Low
4401,Female,10,6,5,7,4,5,4,3,7,3,5,7,2,5,4,6,7,7,4,5,5,6,4,6,6,5,4,5,5,Low
4402,Female,10,3,2,1,2,3,2,1,4,4,3,4,3,2,4,3,2,2,6,1,6,2,2,5,5,4,3,6,3,Low
4403,Female,10,7,6,7,3,4,4,4,4,7,5,3,5,4,6,6,1,4,6,5,5,6,6,5,6,5,2,2,5,Medium
4404,Female,10,4,6,5,5,4,4,5,7,6,5,4,3,4,6,3,5,6,6,4,5,5,4,4,6,4,4,4,1,Low
4405,Female,10,6,4,6,5,6,3,6,7,5,4,6,6,6,4,7,7,5,5,3,5,6,6,5,5,4,5,5,4,Low
4406,Female,10,6,4,7,4,5,4,1,5,4,7,5,5,5,7,6,5,5,5,5,6,5,5,7,7,5,5,5,7,Medium
4407,Male,10,5,1,4,5,5,5,2,6,7,6,5,6,5,5,6,6,6,6,3,7,5,5,6,6,5,4,6,4,Low
4408,Female,10,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,1,3,4,5,Medium
4409,Male,10,7,5,6,3,6,6,5,5,6,7,5,6,5,5,7,4,7,6,4,2,4,6,7,6,7,5,6,5,Medium
4410,Male,10,7,5,7,4,4,5,5,7,2,7,5,4,5,4,7,6,3,5,3,6,6,6,5,4,4,6,5,5,Low
4411,Male,10,4,6,4,6,5,7,3,6,4,5,4,3,4,4,6,5,5,6,2,5,5,7,4,5,6,4,4,6,Low
4412,Male,10,6,3,4,4,4,4,4,6,6,5,2,3,3,5,6,4,7,5,1,3,5,5,6,5,5,4,3,6,Low
4413,Male,10,4,5,7,5,3,3,3,7,5,4,6,6,5,5,7,7,7,5,4,4,5,6,4,7,5,3,4,4,Low
4414,Male,10,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,5,5,4,4,6,4,Low
4415,Female,10,5,3,7,6,4,5,5,7,5,5,4,4,4,5,4,5,3,5,4,4,3,6,5,7,5,4,7,6,Low
4416,Female,10,5,6,7,5,4,7,5,6,7,5,7,5,5,6,4,5,6,6,4,4,5,6,4,4,6,3,6,5,Low
4417,Female,10,7,6,6,5,4,5,3,5,4,6,5,2,7,4,4,5,5,4,5,6,5,5,7,5,6,3,5,4,Low
4418,Female,10,7,5,7,4,3,4,6,7,5,7,5,2,4,7,6,5,6,4,5,4,7,4,5,5,4,3,5,5,Low
4419,Female,10,4,6,7,7,4,5,3,7,7,6,4,6,5,5,7,3,7,5,5,5,3,4,4,6,6,4,5,5,Low
4420,Female,10,5,5,7,6,3,6,2,6,5,2,5,4,5,4,6,4,5,5,3,3,5,1,5,5,5,4,2,5,Low
4421,Female,10,7,6,4,5,4,5,3,5,6,7,5,4,6,6,7,4,4,6,4,4,7,5,7,4,4,2,5,4,Low
4422,Male,10,7,5,1,5,3,6,1,7,5,3,5,6,7,4,5,7,6,5,3,5,5,6,5,5,5,5,5,5,Low
4423,Male,10,5,5,6,5,4,5,3,7,4,5,5,6,6,4,7,5,4,7,6,4,5,6,4,6,5,5,4,6,High
4424,Female,10,6,7,7,5,5,5,4,5,7,6,5,6,6,7,6,4,6,4,6,6,5,6,6,6,7,7,5,5,High
4425,Male,10,5,5,5,5,4,6,5,6,7,7,2,3,7,6,5,5,3,4,4,5,5,6,4,5,6,4,5,7,Low
4426,Female,10,7,3,7,6,4,4,5,6,6,7,6,5,7,7,4,3,4,5,3,7,4,5,6,7,6,5,7,4,Low
4427,Male,10,7,5,7,5,4,6,5,6,7,6,5,3,5,6,5,5,4,4,6,6,7,6,5,6,4,4,4,7,Low
4428,Male,10,5,5,5,5,4,5,6,7,6,6,5,4,5,2,5,6,6,3,4,4,4,6,5,5,4,4,7,3,Low
4429,Female,10,5,3,5,4,6,6,3,5,4,6,6,4,6,4,4,5,7,5,4,4,5,4,7,3,7,2,4,5,Low
4430,Male,10,7,6,4,5,2,6,3,5,4,6,5,3,1,6,4,5,6,3,6,3,4,7,6,6,4,7,6,4,Low
4431,Male,10,7,7,6,5,7,5,4,6,6,4,5,4,6,7,7,6,7,6,6,6,4,7,5,7,6,4,4,5,Low
4432,Male,10,4,4,6,5,6,6,3,6,5,4,5,4,6,4,5,5,3,4,3,5,3,6,3,5,3,5,3,4,Medium
4433,Male,10,6,2,7,4,7,4,4,5,6,4,6,4,5,7,5,6,5,7,4,6,5,4,6,7,5,5,5,2,Medium
4434,Female,10,3,5,5,2,1,4,1,6,3,6,4,3,3,4,4,6,6,3,3,4,3,4,4,5,5,3,5,4,Low
4435,Female,10,4,6,5,5,3,4,4,7,7,5,5,4,5,6,5,7,7,6,3,5,5,6,4,7,6,5,6,5,Low
4436,Male,10,6,4,4,5,3,3,3,5,4,4,4,3,3,4,3,3,5,5,4,2,3,4,6,2,1,3,5,4,Low
4437,Female,10,4,5,3,5,5,6,5,3,4,4,5,3,3,7,7,5,5,7,4,6,5,5,7,4,6,5,6,5,Low
4438,Female,10,6,5,7,2,3,5,3,6,7,6,4,1,5,5,4,5,6,5,2,5,7,6,4,5,5,5,5,6,Low
4439,Female,10,7,6,7,3,5,7,4,6,6,7,7,4,5,3,4,5,6,4,3,2,5,6,5,4,5,2,4,4,Low
4440,Female,10,4,6,4,4,4,5,3,4,7,4,5,4,4,6,4,4,4,4,4,4,4,4,4,4,4,5,3,4,Low
4441,Female,10,4,4,7,4,2,5,3,5,5,6,4,2,5,4,5,4,7,6,5,5,4,5,3,7,6,7,4,4,Low
4442,Male,10,6,4,5,4,4,5,4,7,6,6,5,6,4,5,4,6,4,6,4,4,5,2,6,5,5,5,5,4,Low
4443,Male,10,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,7,2,4,4,4,4,4,2,4,4,4,6,Medium
4444,Female,10,4,7,4,4,4,5,4,4,7,4,4,3,4,5,4,4,4,5,4,3,2,4,3,4,4,4,4,5,Low
4445,Male,10,4,4,3,5,6,6,5,7,5,6,5,5,6,6,4,6,6,3,3,7,5,4,4,5,5,4,5,6,Low
4446,Female,10,4,5,3,6,1,5,3,4,6,6,3,3,7,6,7,7,5,5,3,5,2,5,5,5,3,7,7,4,Low
4447,Male,10,7,2,6,7,7,3,4,5,6,1,6,6,4,5,5,5,6,4,4,5,3,7,7,7,4,3,4,6,High
4448,Male,10,6,5,7,5,6,5,3,6,5,6,6,2,7,7,4,6,7,5,5,3,6,7,4,5,4,4,6,4,Medium
4449,Female,10,7,5,1,5,4,7,3,7,6,5,4,2,2,7,5,7,5,6,3,6,7,7,6,5,4,4,6,6,Low
4450,Male,10,5,5,3,6,3,6,6,6,5,7,4,5,5,3,7,5,4,6,3,5,4,5,5,5,5,3,6,6,Low
4451,Male,10,5,5,5,6,5,4,3,6,7,7,3,2,6,6,4,2,5,5,7,7,3,3,6,5,5,3,4,6,Low
4452,Male,10,5,7,7,6,5,6,6,6,7,7,6,7,4,5,7,6,7,6,4,7,5,7,6,7,3,6,7,5,Medium
4453,Male,10,6,2,5,6,5,4,4,5,4,7,5,3,3,4,5,4,5,4,5,6,5,4,5,5,5,6,4,5,Low
4454,Female,10,5,4,3,5,3,5,4,6,3,6,5,4,6,6,5,6,6,5,3,6,4,7,4,7,5,5,5,4,Low
4455,Male,10,5,3,6,5,6,5,5,6,4,7,4,6,5,3,7,4,7,5,3,4,7,7,6,7,6,6,5,3,Medium
4456,Male,10,5,5,5,4,5,3,3,4,3,6,4,5,4,5,5,6,4,4,3,4,5,7,6,7,3,5,6,4,Low
4457,Female,10,4,4,4,4,4,4,4,4,3,4,4,5,4,6,4,4,4,5,4,4,4,4,4,4,4,4,4,5,Low
4458,Female,10,4,4,7,6,6,5,4,4,5,7,4,4,5,7,6,7,5,5,3,6,5,7,6,6,6,3,6,6,Low
4459,Female,10,4,5,5,5,5,4,5,7,7,5,6,2,7,5,6,4,5,5,3,6,4,7,6,3,4,6,6,5,Low
4460,Female,10,7,4,6,6,4,5,4,6,6,7,6,1,6,6,6,7,6,6,6,7,4,7,4,7,5,4,5,5,Low
4461,Male,10,4,3,5,5,1,6,4,4,5,6,6,5,4,5,6,4,6,3,3,7,5,5,3,4,5,6,6,5,Low
4462,Male,10,5,4,7,5,5,3,4,6,4,4,4,2,4,3,3,4,6,4,5,3,5,4,6,5,3,3,4,4,Low
4463,Female,10,1,7,5,4,4,5,6,7,6,5,6,5,5,4,5,4,7,6,5,7,3,6,5,7,4,4,5,4,Low
4464,Female,10,7,4,4,4,4,4,4,4,4,4,4,5,5,4,7,4,4,4,5,4,6,5,4,4,4,6,5,4,Medium
4465,Male,10,6,5,5,6,3,7,4,6,6,5,5,5,7,6,3,4,7,6,1,5,7,4,3,6,6,6,2,5,Low
4466,Male,10,6,4,6,3,5,4,4,7,6,6,4,4,6,4,7,6,5,5,5,5,6,3,6,6,5,3,5,6,Low
4467,Male,10,6,5,7,7,6,5,6,7,7,5,5,7,6,5,6,6,6,6,4,4,6,7,6,6,4,3,4,6,Low
4468,Male,10,7,6,6,4,4,7,3,6,6,7,4,3,5,7,5,5,5,6,3,3,5,5,6,5,5,4,7,6,Low
4469,Female,10,7,6,5,6,4,4,1,2,6,5,6,4,4,6,4,6,6,4,2,2,6,5,6,4,6,4,6,4,Low
4470,Male,10,7,4,6,4,5,3,3,5,5,5,5,2,6,4,6,5,6,4,3,5,2,6,4,3,6,3,5,4,Low
4471,Male,10,7,4,5,3,2,4,5,7,3,5,4,2,5,4,5,5,6,6,7,5,4,5,5,6,4,2,4,2,Low
4472,Male,10,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,3,7,5,4,7,4,4,4,4,4,4,4,Low
4473,Female,10,6,5,7,6,6,3,3,5,3,6,7,4,5,5,6,4,6,5,6,3,5,5,4,4,7,5,6,5,Low
4474,Male,10,5,5,5,3,4,3,4,4,7,4,4,3,6,5,4,4,4,6,3,6,6,6,5,6,6,5,6,6,Low
4475,Male,10,5,5,4,5,4,7,5,6,5,6,4,4,5,5,6,3,4,5,2,4,5,6,3,4,4,4,5,5,Low
4476,Female,10,4,3,5,4,3,5,5,4,3,5,4,5,4,6,6,7,6,5,4,3,2,3,5,5,6,3,6,2,Low
4477,Female,10,5,5,4,5,3,3,2,7,4,7,5,4,6,5,5,5,7,7,5,4,3,7,7,6,4,6,6,5,Medium
4478,Male,10,6,6,4,4,4,7,6,7,7,5,3,7,5,5,4,7,7,6,6,3,5,7,5,6,3,3,3,7,Low
4479,Male,10,6,3,7,4,7,6,3,5,5,5,4,3,5,5,5,7,4,5,3,7,6,5,4,3,5,3,2,4,Low
4480,Female,10,3,3,3,5,5,3,4,7,4,5,4,3,7,5,5,5,7,6,3,7,4,5,7,5,6,4,4,4,Low
4481,Female,10,6,6,5,5,6,7,3,6,6,6,4,6,7,5,5,6,4,4,3,6,5,4,7,6,6,4,6,6,Low
4482,Male,10,4,6,4,6,2,7,4,2,5,4,2,7,4,6,4,2,2,6,6,4,6,6,1,6,6,6,6,2,High
4483,Male,10,4,6,6,4,5,6,3,4,6,5,7,6,5,6,6,6,5,6,4,7,6,5,4,5,5,3,6,4,Low
4484,Female,10,5,1,3,6,3,3,5,4,5,4,2,4,5,4,5,5,4,4,3,5,6,7,2,6,4,3,3,5,Low
4485,Male,10,5,4,7,6,4,4,3,6,4,5,5,6,7,5,5,4,7,4,5,5,6,5,5,4,6,6,6,6,High
4486,Female,10,7,6,7,7,4,7,3,4,7,6,7,3,4,5,6,4,5,3,4,7,3,7,6,5,5,6,6,4,Low
4487,Female,10,4,5,4,5,2,4,5,7,6,4,3,6,5,6,6,6,5,7,5,4,2,6,6,4,6,6,5,6,Medium
4488,Male,10,7,6,6,4,5,2,5,6,4,5,4,4,4,4,4,4,7,7,7,4,5,7,5,7,5,4,7,4,Medium
4489,Male,10,5,5,6,5,5,4,6,6,6,7,3,7,6,2,7,5,5,5,5,5,5,7,4,5,5,6,5,5,High
4490,Female,10,6,4,5,4,4,3,3,6,6,6,4,6,5,4,6,6,5,6,5,5,5,4,7,5,2,3,4,5,Low
4491,Male,10,2,2,4,4,7,4,2,2,4,4,2,4,4,6,2,6,6,6,6,4,4,2,6,4,4,6,6,4,High
4492,Female,10,5,3,5,5,3,5,3,4,3,6,2,2,3,6,5,2,5,4,4,4,4,5,4,5,4,2,4,4,Low
4493,Female,10,4,5,4,5,4,1,4,4,6,4,7,4,5,4,5,4,6,5,5,4,4,4,6,4,4,4,4,6,Low
